"4395A REV1.12"
"DATE: Apr 14 2013"



"CHANNEL: 1"
"MEASURE TYPE: A/B"
"FORMAT TYPE: LOG MAG"
"NUMBER of POINTS: 801"
"SWEEP TIME:  1.882 s"
"SWEEP TYPE: LIN FREQ"
"SOURCE POWER:  15 dBm"
"IF BANDWIDTH:  3 kHz"

"Frequency"	"Data Trace Real"	"Data Trace Imag"
1.963750000000E+07	-6.572985E+01	0.000000E+00
1.967500000000E+07	-6.423037E+01	0.000000E+00
1.971250000000E+07	-6.477921E+01	0.000000E+00
1.975000000000E+07	-6.495119E+01	0.000000E+00
1.978750000000E+07	-6.435757E+01	0.000000E+00
1.982500000000E+07	-6.429790E+01	0.000000E+00
1.986250000000E+07	-6.515016E+01	0.000000E+00
1.990000000000E+07	-6.651845E+01	0.000000E+00
1.993750000000E+07	-6.444298E+01	0.000000E+00
1.997500000000E+07	-6.512754E+01	0.000000E+00
2.001250000000E+07	-6.544296E+01	0.000000E+00
2.005000000000E+07	-6.481261E+01	0.000000E+00
2.008750000000E+07	-6.446078E+01	0.000000E+00
2.012500000000E+07	-6.543538E+01	0.000000E+00
2.016250000000E+07	-6.718198E+01	0.000000E+00
2.020000000000E+07	-6.489823E+01	0.000000E+00
2.023750000000E+07	-6.526460E+01	0.000000E+00
2.027500000000E+07	-6.615260E+01	0.000000E+00
2.031250000000E+07	-6.566048E+01	0.000000E+00
2.035000000000E+07	-6.499940E+01	0.000000E+00
2.038750000000E+07	-6.662096E+01	0.000000E+00
2.042500000000E+07	-6.740054E+01	0.000000E+00
2.046250000000E+07	-6.550946E+01	0.000000E+00
2.050000000000E+07	-6.578571E+01	0.000000E+00
2.053750000000E+07	-6.688979E+01	0.000000E+00
2.057500000000E+07	-6.675893E+01	0.000000E+00
2.061250000000E+07	-6.536759E+01	0.000000E+00
2.065000000000E+07	-6.695003E+01	0.000000E+00
2.068750000000E+07	-6.750826E+01	0.000000E+00
2.072500000000E+07	-6.524189E+01	0.000000E+00
2.076250000000E+07	-6.560535E+01	0.000000E+00
2.080000000000E+07	-6.704181E+01	0.000000E+00
2.083750000000E+07	-6.816354E+01	0.000000E+00
2.087500000000E+07	-6.525404E+01	0.000000E+00
2.091250000000E+07	-6.712569E+01	0.000000E+00
2.095000000000E+07	-6.708846E+01	0.000000E+00
2.098750000000E+07	-6.486797E+01	0.000000E+00
2.102500000000E+07	-6.532857E+01	0.000000E+00
2.106250000000E+07	-6.707351E+01	0.000000E+00
2.110000000000E+07	-6.719918E+01	0.000000E+00
2.113750000000E+07	-6.544495E+01	0.000000E+00
2.117500000000E+07	-6.694663E+01	0.000000E+00
2.121250000000E+07	-6.650962E+01	0.000000E+00
2.125000000000E+07	-6.613209E+01	0.000000E+00
2.128750000000E+07	-6.576514E+01	0.000000E+00
2.132500000000E+07	-6.660789E+01	0.000000E+00
2.136250000000E+07	-6.368944E+01	0.000000E+00
2.140000000000E+07	-6.602315E+01	0.000000E+00
2.143750000000E+07	-6.591003E+01	0.000000E+00
2.147500000000E+07	-6.426456E+01	0.000000E+00
2.151250000000E+07	-6.496822E+01	0.000000E+00
2.155000000000E+07	-6.598604E+01	0.000000E+00
2.158750000000E+07	-6.409672E+01	0.000000E+00
2.162500000000E+07	-6.086750E+01	0.000000E+00
2.166250000000E+07	-6.590794E+01	0.000000E+00
2.170000000000E+07	-6.422102E+01	0.000000E+00
2.173750000000E+07	-6.153783E+01	0.000000E+00
2.177500000000E+07	-6.138761E+01	0.000000E+00
2.181250000000E+07	-6.381368E+01	0.000000E+00
2.185000000000E+07	-6.104347E+01	0.000000E+00
2.188750000000E+07	-5.873238E+01	0.000000E+00
2.192500000000E+07	-6.385195E+01	0.000000E+00
2.196250000000E+07	-6.153635E+01	0.000000E+00
2.200000000000E+07	-5.897413E+01	0.000000E+00
2.203750000000E+07	-5.784836E+01	0.000000E+00
2.207500000000E+07	-6.084076E+01	0.000000E+00
2.211250000000E+07	-5.806970E+01	0.000000E+00
2.215000000000E+07	-5.641602E+01	0.000000E+00
2.218750000000E+07	-6.058599E+01	0.000000E+00
2.222500000000E+07	-5.887309E+01	0.000000E+00
2.226250000000E+07	-5.668068E+01	0.000000E+00
2.230000000000E+07	-5.511887E+01	0.000000E+00
2.233750000000E+07	-5.817693E+01	0.000000E+00
2.237500000000E+07	-5.603428E+01	0.000000E+00
2.241250000000E+07	-5.486074E+01	0.000000E+00
2.245000000000E+07	-5.672507E+01	0.000000E+00
2.248750000000E+07	-5.694925E+01	0.000000E+00
2.252500000000E+07	-5.475677E+01	0.000000E+00
2.256250000000E+07	-5.311395E+01	0.000000E+00
2.260000000000E+07	-5.580241E+01	0.000000E+00
2.263750000000E+07	-5.412243E+01	0.000000E+00
2.267500000000E+07	-5.343942E+01	0.000000E+00
2.271250000000E+07	-5.436966E+01	0.000000E+00
2.275000000000E+07	-5.476244E+01	0.000000E+00
2.278750000000E+07	-5.296556E+01	0.000000E+00
2.282500000000E+07	-5.160087E+01	0.000000E+00
2.286250000000E+07	-5.356590E+01	0.000000E+00
2.290000000000E+07	-5.273292E+01	0.000000E+00
2.293750000000E+07	-5.185681E+01	0.000000E+00
2.297500000000E+07	-5.240393E+01	0.000000E+00
2.301250000000E+07	-5.285945E+01	0.000000E+00
2.305000000000E+07	-5.137038E+01	0.000000E+00
2.308750000000E+07	-5.057372E+01	0.000000E+00
2.312500000000E+07	-5.168915E+01	0.000000E+00
2.316250000000E+07	-5.166085E+01	0.000000E+00
2.320000000000E+07	-5.051929E+01	0.000000E+00
2.323750000000E+07	-5.074750E+01	0.000000E+00
2.327500000000E+07	-5.106733E+01	0.000000E+00
2.331250000000E+07	-4.989042E+01	0.000000E+00
2.335000000000E+07	-4.956369E+01	0.000000E+00
2.338750000000E+07	-4.980099E+01	0.000000E+00
2.342500000000E+07	-5.001558E+01	0.000000E+00
2.346250000000E+07	-4.903716E+01	0.000000E+00
2.350000000000E+07	-4.899716E+01	0.000000E+00
2.353750000000E+07	-4.923313E+01	0.000000E+00
2.357500000000E+07	-4.855618E+01	0.000000E+00
2.361250000000E+07	-4.842452E+01	0.000000E+00
2.365000000000E+07	-4.832864E+01	0.000000E+00
2.368750000000E+07	-4.843204E+01	0.000000E+00
2.372500000000E+07	-4.790012E+01	0.000000E+00
2.376250000000E+07	-4.767416E+01	0.000000E+00
2.380000000000E+07	-4.785155E+01	0.000000E+00
2.383750000000E+07	-4.760695E+01	0.000000E+00
2.387500000000E+07	-4.758874E+01	0.000000E+00
2.391250000000E+07	-4.751921E+01	0.000000E+00
2.395000000000E+07	-4.744101E+01	0.000000E+00
2.398750000000E+07	-4.724178E+01	0.000000E+00
2.402500000000E+07	-4.704817E+01	0.000000E+00
2.406250000000E+07	-4.710752E+01	0.000000E+00
2.410000000000E+07	-4.710178E+01	0.000000E+00
2.413750000000E+07	-4.706186E+01	0.000000E+00
2.417500000000E+07	-4.700135E+01	0.000000E+00
2.421250000000E+07	-4.695639E+01	0.000000E+00
2.425000000000E+07	-4.698330E+01	0.000000E+00
2.428750000000E+07	-4.704749E+01	0.000000E+00
2.432500000000E+07	-4.702647E+01	0.000000E+00
2.436250000000E+07	-4.704670E+01	0.000000E+00
2.440000000000E+07	-4.698906E+01	0.000000E+00
2.443750000000E+07	-4.707714E+01	0.000000E+00
2.447500000000E+07	-4.703857E+01	0.000000E+00
2.451250000000E+07	-4.706232E+01	0.000000E+00
2.455000000000E+07	-4.715208E+01	0.000000E+00
2.458750000000E+07	-4.717617E+01	0.000000E+00
2.462500000000E+07	-4.726486E+01	0.000000E+00
2.466250000000E+07	-4.722016E+01	0.000000E+00
2.470000000000E+07	-4.736841E+01	0.000000E+00
2.473750000000E+07	-4.739294E+01	0.000000E+00
2.477500000000E+07	-4.746389E+01	0.000000E+00
2.481250000000E+07	-4.762471E+01	0.000000E+00
2.485000000000E+07	-4.770459E+01	0.000000E+00
2.488750000000E+07	-4.776235E+01	0.000000E+00
2.492500000000E+07	-4.787677E+01	0.000000E+00
2.496250000000E+07	-4.808198E+01	0.000000E+00
2.500000000000E+07	-4.815914E+01	0.000000E+00
2.503750000000E+07	-4.827605E+01	0.000000E+00
2.507500000000E+07	-4.845658E+01	0.000000E+00
2.511250000000E+07	-4.864841E+01	0.000000E+00
2.515000000000E+07	-4.866326E+01	0.000000E+00
2.518750000000E+07	-4.880872E+01	0.000000E+00
2.522500000000E+07	-4.897501E+01	0.000000E+00
2.526250000000E+07	-4.909984E+01	0.000000E+00
2.530000000000E+07	-4.918918E+01	0.000000E+00
2.533750000000E+07	-4.925247E+01	0.000000E+00
2.537500000000E+07	-4.963044E+01	0.000000E+00
2.541250000000E+07	-4.952384E+01	0.000000E+00
2.545000000000E+07	-4.950861E+01	0.000000E+00
2.548750000000E+07	-4.970359E+01	0.000000E+00
2.552500000000E+07	-4.986699E+01	0.000000E+00
2.556250000000E+07	-4.974337E+01	0.000000E+00
2.560000000000E+07	-4.981323E+01	0.000000E+00
2.563750000000E+07	-5.007937E+01	0.000000E+00
2.567500000000E+07	-5.001945E+01	0.000000E+00
2.571250000000E+07	-4.975558E+01	0.000000E+00
2.575000000000E+07	-4.986243E+01	0.000000E+00
2.578750000000E+07	-5.005966E+01	0.000000E+00
2.582500000000E+07	-4.968560E+01	0.000000E+00
2.586250000000E+07	-4.946759E+01	0.000000E+00
2.590000000000E+07	-4.970226E+01	0.000000E+00
2.593750000000E+07	-4.983070E+01	0.000000E+00
2.597500000000E+07	-4.923935E+01	0.000000E+00
2.601250000000E+07	-4.926534E+01	0.000000E+00
2.605000000000E+07	-4.961150E+01	0.000000E+00
2.608750000000E+07	-4.927606E+01	0.000000E+00
2.612500000000E+07	-4.866060E+01	0.000000E+00
2.616250000000E+07	-4.881282E+01	0.000000E+00
2.620000000000E+07	-4.909349E+01	0.000000E+00
2.623750000000E+07	-4.826945E+01	0.000000E+00
2.627500000000E+07	-4.826332E+01	0.000000E+00
2.631250000000E+07	-4.864981E+01	0.000000E+00
2.635000000000E+07	-4.835577E+01	0.000000E+00
2.638750000000E+07	-4.740562E+01	0.000000E+00
2.642500000000E+07	-4.753215E+01	0.000000E+00
2.646250000000E+07	-4.793825E+01	0.000000E+00
2.650000000000E+07	-4.683697E+01	0.000000E+00
2.653750000000E+07	-4.680895E+01	0.000000E+00
2.657500000000E+07	-4.725723E+01	0.000000E+00
2.661250000000E+07	-4.705566E+01	0.000000E+00
2.665000000000E+07	-4.611469E+01	0.000000E+00
2.668750000000E+07	-4.624558E+01	0.000000E+00
2.672500000000E+07	-4.674765E+01	0.000000E+00
2.676250000000E+07	-4.556299E+01	0.000000E+00
2.680000000000E+07	-4.566814E+01	0.000000E+00
2.683750000000E+07	-4.604559E+01	0.000000E+00
2.687500000000E+07	-4.616936E+01	0.000000E+00
2.691250000000E+07	-4.517744E+01	0.000000E+00
2.695000000000E+07	-4.544178E+01	0.000000E+00
2.698750000000E+07	-4.608575E+01	0.000000E+00
2.702500000000E+07	-4.487239E+01	0.000000E+00
2.706250000000E+07	-4.498362E+01	0.000000E+00
2.710000000000E+07	-4.537398E+01	0.000000E+00
2.713750000000E+07	-4.588489E+01	0.000000E+00
2.717500000000E+07	-4.459243E+01	0.000000E+00
2.721250000000E+07	-4.491285E+01	0.000000E+00
2.725000000000E+07	-4.567494E+01	0.000000E+00
2.728750000000E+07	-4.455268E+01	0.000000E+00
2.732500000000E+07	-4.427393E+01	0.000000E+00
2.736250000000E+07	-4.467878E+01	0.000000E+00
2.740000000000E+07	-4.554148E+01	0.000000E+00
2.743750000000E+07	-4.403347E+01	0.000000E+00
2.747500000000E+07	-4.425621E+01	0.000000E+00
2.751250000000E+07	-4.524559E+01	0.000000E+00
2.755000000000E+07	-4.450885E+01	0.000000E+00
2.758750000000E+07	-4.351589E+01	0.000000E+00
2.762500000000E+07	-4.388852E+01	0.000000E+00
2.766250000000E+07	-4.503573E+01	0.000000E+00
2.770000000000E+07	-4.321929E+01	0.000000E+00
2.773750000000E+07	-4.330465E+01	0.000000E+00
2.777500000000E+07	-4.449554E+01	0.000000E+00
2.781250000000E+07	-4.410608E+01	0.000000E+00
2.785000000000E+07	-4.262402E+01	0.000000E+00
2.788750000000E+07	-4.290398E+01	0.000000E+00
2.792500000000E+07	-4.418459E+01	0.000000E+00
2.796250000000E+07	-4.229013E+01	0.000000E+00
2.800000000000E+07	-4.211899E+01	0.000000E+00
2.803750000000E+07	-4.316276E+01	0.000000E+00
2.807500000000E+07	-4.325589E+01	0.000000E+00
2.811250000000E+07	-4.160051E+01	0.000000E+00
2.815000000000E+07	-4.177055E+01	0.000000E+00
2.818750000000E+07	-4.299341E+01	0.000000E+00
2.822500000000E+07	-4.120026E+01	0.000000E+00
2.826250000000E+07	-4.086510E+01	0.000000E+00
2.830000000000E+07	-4.125443E+01	0.000000E+00
